rank,date,season,name,mlbam,team,opponent,game,game_pk,game_date,game_status,venue,home_away,is_home,pitcher,probable_pitcher,opposing_pitcher,pitcher_mlbam,pitcher_hand,opponent_probable_pitcher,opponent_probable_pitcher_mlbam,team_probable_pitcher,team_probable_pitcher_mlbam,odds,book,implied,score,statcast,barrel_pct,hard_hit_pct,avg_ev,xslg,xwoba,launch_angle,raw_team,raw_game,odds_source_row,weather_boost,weather_match,weather_temp,weather_wind,weather_wind_deg,weather_desc,weather_park,trend,trend_score,hot_score,l5_games,l10_games,l15_games,l5_hr,l10_hr,l15_hr,l5_hits,l10_hits,l5_tb,l10_tb,l5_tbpg,l10_tbpg,l5_hitpg,l10_hitpg,l5_papg,l10_papg,trend_last_game,trend_match_type,pitcher_team,pitcher_status,pitcher_gs,pitcher_ip,pitcher_era,pitcher_whip,pitcher_xfip,pitcher_team_so,pitcher_last3,pitcher_k9,pitcher_bb9,pitcher_hr9,pitcher_attack_score,pitcher_attack_tag,pAtk,pitcher_match_type,park,ballpark,home_team,hr_park_score,parkScore,park_score,park_label,park_note,park_match_type
11,2026-05-13,2026,Steven Kwan,,Cleveland Guardians,Los Angeles Angels,Los Angeles Angels @ Cleveland Guardians,824438,2026-05-13T17:10:00Z,Scheduled,Progressive Field,home,1,Reid Detmers,Reid Detmers,Reid Detmers,672282,L,Reid Detmers,672282,Parker Messick,800048,1400,FanDuel,6.67,42.80,missing,,,,,,,Cleveland Guardians,Los Angeles Angels @ Cleveland Guardians,"{""player"":""Steven Kwan"",""player_key"":""steven kwan"",""team"":""Cleveland Guardians"",""team_key"":""cleveland guardians"",""game"":""Los Angeles Angels @ Cleveland Guardians"",""game_key"":""los angeles angels @ cleveland guardians"",""market"":""HR"",""line"":""0.5"",""odds"":""1400"",""book"":""FanDuel"",""consensus_odds"":""1325"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+1400 | BetMGM:+1350 | Caesars:+1300 | DraftKings:+1280"",""raw_books_seen"":""FanDuel:+1400 | BetMGM:+1350 | Caesars:+1300 | DraftKings:+1280 | FanDuel:+1400"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Los Angeles Angels,probable,8,43.7,4.33,1.24,3.76,7.45,4.80,9.69,3.09,0.62,34.01,AVOID,34.01,MATCH,Progressive Field,Progressive Field,Cleveland Guardians,47.00,47.00,47.00,NEUTRAL,Neutral to slight suppressor,MATCH
12,2026-05-13,2026,Luke Keaschall,,Minnesota Twins,Miami Marlins,Miami Marlins @ Minnesota Twins,823710,2026-05-13T23:40:00Z,Scheduled,Target Field,home,1,Max Meyer,Max Meyer,Max Meyer,676974,R,Max Meyer,676974,Simeon Woods Richardson,680573,1360,DraftKings,6.85,42.72,missing,,,,,,,Minnesota Twins,Miami Marlins @ Minnesota Twins,"{""player"":""Luke Keaschall"",""player_key"":""luke keaschall"",""team"":""Minnesota Twins"",""team_key"":""minnesota twins"",""game"":""Miami Marlins @ Minnesota Twins"",""game_key"":""miami marlins @ minnesota twins"",""market"":""HR"",""line"":""0.5"",""odds"":""1360"",""book"":""DraftKings"",""consensus_odds"":""1180"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+1360 | FanDuel:+1260 | Caesars:+1100 | BetMGM:+1000"",""raw_books_seen"":""DraftKings:+1360 | FanDuel:+1260 | Caesars:+1100 | BetMGM:+1000 | DraftKings:+1360"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Miami Marlins,probable,8,42.0,2.79,1.10,3.55,8.62,1.06,9.64,3.21,0.43,11.89,AVOID,11.89,MATCH,Target Field,Target Field,Minnesota Twins,50.00,50.00,50.00,NEUTRAL,Neutral,MATCH
13,2026-05-13,2026,Nolan Schanuel,,Los Angeles Angels,Cleveland Guardians,Los Angeles Angels @ Cleveland Guardians,824438,2026-05-13T17:10:00Z,Scheduled,Progressive Field,away,0,Parker Messick,Parker Messick,Parker Messick,800048,L,Parker Messick,800048,Reid Detmers,672282,1350,BetMGM,6.90,42.70,missing,,,,,,,Los Angeles Angels,Los Angeles Angels @ Cleveland Guardians,"{""player"":""Nolan Schanuel"",""player_key"":""nolan schanuel"",""team"":""Los Angeles Angels"",""team_key"":""los angeles angels"",""game"":""Los Angeles Angels @ Cleveland Guardians"",""game_key"":""los angeles angels @ cleveland guardians"",""market"":""HR"",""line"":""0.5"",""odds"":""1350"",""book"":""BetMGM"",""consensus_odds"":""995"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+1350 | FanDuel:+1040 | Caesars:+950 | DraftKings:+940"",""raw_books_seen"":""BetMGM:+1350 | FanDuel:+1040 | Caesars:+950 | DraftKings:+940 | BetMGM:+1350"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Cleveland Guardians,probable,8,47.0,2.30,0.98,3.14,9.64,3.31,9.77,2.11,0.77,12.84,AVOID,12.84,MATCH,Progressive Field,Progressive Field,Cleveland Guardians,47.00,47.00,47.00,NEUTRAL,Neutral to slight suppressor,MATCH
14,2026-05-13,2026,Austin Hedges,,Cleveland Guardians,Los Angeles Angels,Los Angeles Angels @ Cleveland Guardians,824438,2026-05-13T17:10:00Z,Scheduled,Progressive Field,home,1,Reid Detmers,Reid Detmers,Reid Detmers,672282,L,Reid Detmers,672282,Parker Messick,800048,1350,BetMGM,6.90,42.70,missing,,,,,,,Cleveland Guardians,Los Angeles Angels @ Cleveland Guardians,"{""player"":""Austin Hedges"",""player_key"":""austin hedges"",""team"":""Cleveland Guardians"",""team_key"":""cleveland guardians"",""game"":""Los Angeles Angels @ Cleveland Guardians"",""game_key"":""los angeles angels @ cleveland guardians"",""market"":""HR"",""line"":""0.5"",""odds"":""1350"",""book"":""BetMGM"",""consensus_odds"":""1100"",""trusted_books_count"":""3"",""trusted_books"":""BetMGM:+1350 | Caesars:+1100 | DraftKings:+970"",""raw_books_seen"":""BetMGM:+1350 | Caesars:+1100 | DraftKings:+970 | BetMGM:+1350"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Los Angeles Angels,probable,8,43.7,4.33,1.24,3.76,7.45,4.80,9.69,3.09,0.62,34.01,AVOID,34.01,MATCH,Progressive Field,Progressive Field,Cleveland Guardians,47.00,47.00,47.00,NEUTRAL,Neutral to slight suppressor,MATCH
15,2026-05-13,2026,Zach McKinstry,,Detroit Tigers,New York Mets,Detroit Tigers @ New York Mets,823631,2026-05-13T23:10:00Z,Scheduled,Citi Field,away,0,Christian Scott,Christian Scott,Christian Scott,681035,R,Christian Scott,681035,Framber Valdez,664285,1300,DraftKings,7.14,42.59,missing,,,,,,,Detroit Tigers,Detroit Tigers @ New York Mets,"{""player"":""Zach McKinstry"",""player_key"":""zach mckinstry"",""team"":""Detroit Tigers"",""team_key"":""detroit tigers"",""game"":""Detroit Tigers @ New York Mets"",""game_key"":""detroit tigers @ new york mets"",""market"":""HR"",""line"":""0.5"",""odds"":""1300"",""book"":""DraftKings"",""consensus_odds"":""1075"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+1300 | FanDuel:+1200 | Caesars:+950 | BetMGM:+800"",""raw_books_seen"":""DraftKings:+1300 | FanDuel:+1200 | Caesars:+950 | BetMGM:+800 | DraftKings:+1300"",""removed_outliers"":""1"",""odds_quality"":""USABLE_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,New York Mets,probable,3,11.0,3.27,1.18,3.95,8.39,3.27,12.27,5.73,0.82,34.58,AVOID,34.58,MATCH,Citi Field,Citi Field,New York Mets,43.00,43.00,43.00,NEUTRAL,Slight suppressor,MATCH
16,2026-05-13,2026,Jacob Young,,Washington Nationals,Cincinnati Reds,Washington Nationals @ Cincinnati Reds,824519,2026-05-13T22:40:00Z,Scheduled,Great American Ball Park,away,0,Nick Lodolo,Nick Lodolo,Nick Lodolo,666157,L,Nick Lodolo,666157,Jake Irvin,663623,1300,DraftKings,7.14,42.59,missing,,,,,,,Washington Nationals,Washington Nationals @ Cincinnati Reds,"{""player"":""Jacob Young"",""player_key"":""jacob young"",""team"":""Washington Nationals"",""team_key"":""washington nationals"",""game"":""Washington Nationals @ Cincinnati Reds"",""game_key"":""washington nationals @ cincinnati reds"",""market"":""HR"",""line"":""0.5"",""odds"":""1300"",""book"":""DraftKings"",""consensus_odds"":""1100"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+1300 | FanDuel:+1200 | BetMGM:+1000 | Caesars:+950"",""raw_books_seen"":""DraftKings:+1300 | FanDuel:+1200 | BetMGM:+1000 | Caesars:+950 | DraftKings:+1300"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Cincinnati Reds,probable,1,5.3,6.75,1.13,6.15,8.28,6.75,3.38,1.69,3.38,77.17,ATTACK,77.17,MATCH,Great American Ball Park,Great American Ball Park,Cincinnati Reds,78.00,78.00,78.00,POWER_BOOST,Major HR boost,MATCH
17,2026-05-13,2026,Jake McCarthy,,Colorado Rockies,Pittsburgh Pirates,Colorado Rockies @ Pittsburgh Pirates,823386,2026-05-13T22:40:00Z,Scheduled,PNC Park,away,0,Mitch Keller,Mitch Keller,Mitch Keller,656605,R,Mitch Keller,656605,Jose Quintana,500779,1300,FanDuel,7.14,42.59,missing,,,,,,,Colorado Rockies,Colorado Rockies @ Pittsburgh Pirates,"{""player"":""Jake McCarthy"",""player_key"":""jake mccarthy"",""team"":""Colorado Rockies"",""team_key"":""colorado rockies"",""game"":""Colorado Rockies @ Pittsburgh Pirates"",""game_key"":""colorado rockies @ pittsburgh pirates"",""market"":""HR"",""line"":""0.5"",""odds"":""1300"",""book"":""FanDuel"",""consensus_odds"":""1175"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+1300 | BetMGM:+1250 | DraftKings:+1100 | Caesars:+1100"",""raw_books_seen"":""FanDuel:+1300 | BetMGM:+1250 | DraftKings:+1100 | Caesars:+1100 | FanDuel:+1300"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Pittsburgh Pirates,probable,8,47.0,2.87,1.04,4.10,9.79,3.00,6.70,2.68,0.38,15.79,AVOID,15.79,MATCH,PNC Park,PNC Park,Pittsburgh Pirates,39.00,39.00,39.00,SUPPRESSOR,HR suppressor,MATCH
18,2026-05-13,2026,Taylor Walls,,Tampa Bay Rays,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,822815,2026-05-13T23:07:00Z,Scheduled,Rogers Centre,away,0,Dylan Cease,Dylan Cease,Dylan Cease,656302,R,Dylan Cease,656302,Griffin Jax,643377,1300,DraftKings,7.14,42.59,missing,,,,,,,Tampa Bay Rays,Tampa Bay Rays @ Toronto Blue Jays,"{""player"":""Taylor Walls"",""player_key"":""taylor walls"",""team"":""Tampa Bay Rays"",""team_key"":""tampa bay rays"",""game"":""Tampa Bay Rays @ Toronto Blue Jays"",""game_key"":""tampa bay rays @ toronto blue jays"",""market"":""HR"",""line"":""0.5"",""odds"":""1300"",""book"":""DraftKings"",""consensus_odds"":""1250"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+1300 | FanDuel:+1300 | BetMGM:+1200 | Caesars:+1100"",""raw_books_seen"":""DraftKings:+1300 | FanDuel:+1300 | FanDuel:+1200 | BetMGM:+1200 | BetMGM:+1150 | DraftKings:+1120 | Caesars:+1100 | Caesars:+1100"",""removed_outliers"":""4"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Toronto Blue Jays,probable,8,45.3,2.58,1.24,2.77,6.99,3.20,13.10,3.57,0.20,16.95,AVOID,16.95,MATCH,Rogers Centre,Rogers Centre,Toronto Blue Jays,62.00,62.00,62.00,BOOST,Good HR park,MATCH
19,2026-05-13,2026,Tyler Heineman,,Toronto Blue Jays,Tampa Bay Rays,Tampa Bay Rays @ Toronto Blue Jays,822815,2026-05-13T23:07:00Z,Scheduled,Rogers Centre,home,1,Griffin Jax,Griffin Jax,Griffin Jax,643377,R,Griffin Jax,643377,Dylan Cease,656302,1300,DraftKings,7.14,42.59,missing,,,,,,,Toronto Blue Jays,Tampa Bay Rays @ Toronto Blue Jays,"{""player"":""Tyler Heineman"",""player_key"":""tyler heineman"",""team"":""Toronto Blue Jays"",""team_key"":""toronto blue jays"",""game"":""Tampa Bay Rays @ Toronto Blue Jays"",""game_key"":""tampa bay rays @ toronto blue jays"",""market"":""HR"",""line"":""0.5"",""odds"":""1300"",""book"":""DraftKings"",""consensus_odds"":""1300"",""trusted_books_count"":""3"",""trusted_books"":""DraftKings:+1300 | FanDuel:+1300 | Caesars:+1100"",""raw_books_seen"":""DraftKings:+1300 | FanDuel:+1300 | Caesars:+1100 | DraftKings:+1300"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Tampa Bay Rays,probable,3,18.0,5.00,1.44,5.39,6.98,2.00,8.50,5.00,1.50,67.84,LIVE,67.84,MATCH,Rogers Centre,Rogers Centre,Toronto Blue Jays,62.00,62.00,62.00,BOOST,Good HR park,MATCH
20,2026-05-13,2026,Alec Bohm,,Philadelphia Phillies,Boston Red Sox,Philadelphia Phillies @ Boston Red Sox,824763,2026-05-13T22:45:00Z,Scheduled,Fenway Park,away,0,Sonny Gray,Sonny Gray,Sonny Gray,543243,R,Sonny Gray,543243,Andrew Painter,691725,1260,DraftKings,7.35,42.49,missing,,,,,,,Philadelphia Phillies,Philadelphia Phillies @ Boston Red Sox,"{""player"":""Alec Bohm"",""player_key"":""alec bohm"",""team"":""Philadelphia Phillies"",""team_key"":""philadelphia phillies"",""game"":""Philadelphia Phillies @ Boston Red Sox"",""game_key"":""philadelphia phillies @ boston red sox"",""market"":""HR"",""line"":""0.5"",""odds"":""1260"",""book"":""DraftKings"",""consensus_odds"":""1150"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+1260 | FanDuel:+1200 | Caesars:+1100 | BetMGM:+900"",""raw_books_seen"":""DraftKings:+1260 | FanDuel:+1200 | Caesars:+1100 | BetMGM:+900 | DraftKings:+1260"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Boston Red Sox,probable,6,28.0,3.54,1.29,5.05,7.95,4.63,4.82,2.25,0.96,44.83,NEUTRAL,44.83,MATCH,Fenway Park,Fenway Park,Boston Red Sox,52.00,52.00,52.00,NEUTRAL,Neutral HR environment,MATCH
21,2026-05-13,2026,Bryson Stott,,Philadelphia Phillies,Boston Red Sox,Philadelphia Phillies @ Boston Red Sox,824763,2026-05-13T22:45:00Z,Scheduled,Fenway Park,away,0,Sonny Gray,Sonny Gray,Sonny Gray,543243,R,Sonny Gray,543243,Andrew Painter,691725,1260,FanDuel,7.35,42.49,missing,,,,,,,Philadelphia Phillies,Philadelphia Phillies @ Boston Red Sox,"{""player"":""Bryson Stott"",""player_key"":""bryson stott"",""team"":""Philadelphia Phillies"",""team_key"":""philadelphia phillies"",""game"":""Philadelphia Phillies @ Boston Red Sox"",""game_key"":""philadelphia phillies @ boston red sox"",""market"":""HR"",""line"":""0.5"",""odds"":""1260"",""book"":""FanDuel"",""consensus_odds"":""1150"",""trusted_books_count"":""4"",""trusted_books"":""FanDuel:+1260 | DraftKings:+1200 | Caesars:+1100 | BetMGM:+1000"",""raw_books_seen"":""FanDuel:+1260 | DraftKings:+1200 | Caesars:+1100 | BetMGM:+1000"",""removed_outliers"":""0"",""odds_quality"":""CLEAN_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Boston Red Sox,probable,6,28.0,3.54,1.29,5.05,7.95,4.63,4.82,2.25,0.96,44.83,NEUTRAL,44.83,MATCH,Fenway Park,Fenway Park,Boston Red Sox,52.00,52.00,52.00,NEUTRAL,Neutral HR environment,MATCH
22,2026-05-13,2026,Nico Hoerner,,Chicago Cubs,Atlanta Braves,Chicago Cubs @ Atlanta Braves,824928,2026-05-13T23:15:00Z,Scheduled,Truist Park,away,0,JR Ritchie,JR Ritchie,JR Ritchie,702275,R,JR Ritchie,702275,Shota Imanaga,684007,1260,DraftKings,7.35,42.49,missing,,,,,,,Chicago Cubs,Chicago Cubs @ Atlanta Braves,"{""player"":""Nico Hoerner"",""player_key"":""nico hoerner"",""team"":""Chicago Cubs"",""team_key"":""chicago cubs"",""game"":""Chicago Cubs @ Atlanta Braves"",""game_key"":""chicago cubs @ atlanta braves"",""market"":""HR"",""line"":""0.5"",""odds"":""1260"",""book"":""DraftKings"",""consensus_odds"":""1180"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+1260 | FanDuel:+1260 | Caesars:+1100 | BetMGM:+900"",""raw_books_seen"":""DraftKings:+1260 | FanDuel:+1260 | Caesars:+1100 | BetMGM:+900"",""removed_outliers"":""0"",""odds_quality"":""NORMAL_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Atlanta Braves,probable,3,17.3,3.63,1.50,6.63,7.69,3.63,6.75,6.23,2.08,78.23,ATTACK,78.23,MATCH,Truist Park,Truist Park,Atlanta Braves,58.00,58.00,58.00,SLIGHT_BOOST,Slight HR boost,MATCH
23,2026-05-13,2026,Luis Arraez,,San Francisco Giants,Los Angeles Dodgers,San Francisco Giants @ Los Angeles Dodgers,823952,2026-05-14T02:10:00Z,Scheduled,UNIQLO Field at Dodger Stadium,away,0,Shohei Ohtani,Shohei Ohtani,Shohei Ohtani,660271,R,Shohei Ohtani,660271,Robbie Ray,592662,1250,BetMGM,7.41,42.47,missing,,,,,,,San Francisco Giants,San Francisco Giants @ Los Angeles Dodgers,"{""player"":""Luis Arraez"",""player_key"":""luis arraez"",""team"":""San Francisco Giants"",""team_key"":""san francisco giants"",""game"":""San Francisco Giants @ Los Angeles Dodgers"",""game_key"":""san francisco giants @ los angeles dodgers"",""market"":""HR"",""line"":""0.5"",""odds"":""1250"",""book"":""BetMGM"",""consensus_odds"":""1100"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+1250 | FanDuel:+1120 | DraftKings:+1080 | Caesars:+950"",""raw_books_seen"":""BetMGM:+1250 | FanDuel:+1120 | DraftKings:+1080 | Caesars:+950 | BetMGM:+1250"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Los Angeles Dodgers,probable,6,37.0,0.97,0.81,2.71,8.11,1.42,10.22,2.19,0.49,3.55,AVOID,3.55,MATCH,Dodger Stadium,Dodger Stadium,Los Angeles Dodgers,52.00,52.00,52.00,SLIGHT_BOOST,Slight HR boost,MATCH
24,2026-05-13,2026,Caleb Durbin,,Boston Red Sox,Philadelphia Phillies,Philadelphia Phillies @ Boston Red Sox,824763,2026-05-13T22:45:00Z,Scheduled,Fenway Park,home,1,Andrew Painter,Andrew Painter,Andrew Painter,691725,R,Andrew Painter,691725,Sonny Gray,543243,1220,DraftKings,7.58,42.39,missing,,,,,,,Boston Red Sox,Philadelphia Phillies @ Boston Red Sox,"{""player"":""Caleb Durbin"",""player_key"":""caleb durbin"",""team"":""Boston Red Sox"",""team_key"":""boston red sox"",""game"":""Philadelphia Phillies @ Boston Red Sox"",""game_key"":""philadelphia phillies @ boston red sox"",""market"":""HR"",""line"":""0.5"",""odds"":""1220"",""book"":""DraftKings"",""consensus_odds"":""1175"",""trusted_books_count"":""4"",""trusted_books"":""DraftKings:+1220 | FanDuel:+1200 | BetMGM:+1150 | Caesars:+1100"",""raw_books_seen"":""DraftKings:+1220 | FanDuel:+1200 | FanDuel:+1200 | BetMGM:+1150 | Caesars:+1100 | BetMGM:+1050 | DraftKings:+1040 | Caesars:+950 | DraftKings:+1220"",""removed_outliers"":""5"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Philadelphia Phillies,probable,6,32.7,6.89,1.71,5.29,8.44,10.05,8.27,3.31,1.65,86.72,ATTACK,86.72,MATCH,Fenway Park,Fenway Park,Boston Red Sox,52.00,52.00,52.00,NEUTRAL,Neutral HR environment,MATCH
25,2026-05-13,2026,Nasim Nuñez,,Washington Nationals,Cincinnati Reds,Washington Nationals @ Cincinnati Reds,824519,2026-05-13T22:40:00Z,Scheduled,Great American Ball Park,away,0,Nick Lodolo,Nick Lodolo,Nick Lodolo,666157,L,Nick Lodolo,666157,Jake Irvin,663623,1200,BetMGM,7.69,42.34,missing,,,,,,,Washington Nationals,Washington Nationals @ Cincinnati Reds,"{""player"":""Nasim Nuñez"",""player_key"":""nasim nunez"",""team"":""Washington Nationals"",""team_key"":""washington nationals"",""game"":""Washington Nationals @ Cincinnati Reds"",""game_key"":""washington nationals @ cincinnati reds"",""market"":""HR"",""line"":""0.5"",""odds"":""1200"",""book"":""BetMGM"",""consensus_odds"":""905"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+1200 | DraftKings:+930 | FanDuel:+880 | Caesars:+850"",""raw_books_seen"":""BetMGM:+1200 | DraftKings:+930 | FanDuel:+880 | Caesars:+850 | BetMGM:+1200"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Cincinnati Reds,probable,1,5.3,6.75,1.13,6.15,8.28,6.75,3.38,1.69,3.38,77.17,ATTACK,77.17,MATCH,Great American Ball Park,Great American Ball Park,Cincinnati Reds,78.00,78.00,78.00,POWER_BOOST,Major HR boost,MATCH
26,2026-05-13,2026,Vaughn Grissom,,Los Angeles Angels,Cleveland Guardians,Los Angeles Angels @ Cleveland Guardians,824438,2026-05-13T17:10:00Z,Scheduled,Progressive Field,away,0,Parker Messick,Parker Messick,Parker Messick,800048,L,Parker Messick,800048,Reid Detmers,672282,1200,BetMGM,7.69,42.34,missing,,,,,,,Los Angeles Angels,Los Angeles Angels @ Cleveland Guardians,"{""player"":""Vaughn Grissom"",""player_key"":""vaughn grissom"",""team"":""Los Angeles Angels"",""team_key"":""los angeles angels"",""game"":""Los Angeles Angels @ Cleveland Guardians"",""game_key"":""los angeles angels @ cleveland guardians"",""market"":""HR"",""line"":""0.5"",""odds"":""1200"",""book"":""BetMGM"",""consensus_odds"":""1020"",""trusted_books_count"":""4"",""trusted_books"":""BetMGM:+1200 | DraftKings:+1060 | FanDuel:+980 | Caesars:+950"",""raw_books_seen"":""BetMGM:+1200 | DraftKings:+1060 | FanDuel:+980 | Caesars:+950 | BetMGM:+1200"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Cleveland Guardians,probable,8,47.0,2.30,0.98,3.14,9.64,3.31,9.77,2.11,0.77,12.84,AVOID,12.84,MATCH,Progressive Field,Progressive Field,Cleveland Guardians,47.00,47.00,47.00,NEUTRAL,Neutral to slight suppressor,MATCH
27,2026-05-13,2026,Kyle Karros,,Colorado Rockies,Pittsburgh Pirates,Colorado Rockies @ Pittsburgh Pirates,823386,2026-05-13T22:40:00Z,Scheduled,PNC Park,away,0,Mitch Keller,Mitch Keller,Mitch Keller,656605,R,Mitch Keller,656605,Jose Quintana,500779,1200,FanDuel,7.69,42.34,missing,,,,,,,Colorado Rockies,Colorado Rockies @ Pittsburgh Pirates,"{""player"":""Kyle Karros"",""player_key"":""kyle karros"",""team"":""Colorado Rockies"",""team_key"":""colorado rockies"",""game"":""Colorado Rockies @ Pittsburgh Pirates"",""game_key"":""colorado rockies @ pittsburgh pirates"",""market"":""HR"",""line"":""0.5"",""odds"":""1200"",""book"":""FanDuel"",""consensus_odds"":""1100"",""trusted_books_count"":""3"",""trusted_books"":""FanDuel:+1200 | Caesars:+1100 | DraftKings:+1080"",""raw_books_seen"":""FanDuel:+1200 | Caesars:+1100 | DraftKings:+1080 | FanDuel:+1200"",""removed_outliers"":""1"",""odds_quality"":""CLEANED_CONSENSUS"",""source_file"":""sgo_best_lines.csv""}",0,NO_MATCH,,,,,,NO_MATCH,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,,NO_MATCH,Pittsburgh Pirates,probable,8,47.0,2.87,1.04,4.10,9.79,3.00,6.70,2.68,0.38,15.79,AVOID,15.79,MATCH,PNC Park,PNC Park,Pittsburgh Pirates,39.00,39.00,39.00,SUPPRESSOR,HR suppressor,MATCH
