rank,name,team,opponent,game,pitcher,odds,final_hr_score,decision_tier,temperature,wind_speed,wind_direction,weather_desc,venue,roof_status,vegas_total,temp_score,wind_score,park_score,vegas_score,raw_weather_boost,weather_environment_score,weather_environment_grade,note
190,Ha-Seong Kim,Atlanta Braves,Chicago Cubs,Chicago Cubs @ Atlanta Braves,Shota Imanaga,680,43.4,PASS,47.7,3.4,40,clear sky,Truist Park,OPEN_AIR_OR_UNKNOWN,7.5,38,50,53.7,50,-2,45.7,SUPPRESS,Weather slightly suppresses power
191,Mauricio Dubón,Atlanta Braves,Chicago Cubs,Chicago Cubs @ Atlanta Braves,Shota Imanaga,890,38.8,PASS,47.7,3.4,40,clear sky,Truist Park,OPEN_AIR_OR_UNKNOWN,7.5,38,50,53.7,50,-2,45.7,SUPPRESS,Weather slightly suppresses power
192,Oneil Cruz,Pittsburgh Pirates,Colorado Rockies,Colorado Rockies @ Pittsburgh Pirates,Jose Quintana,400,76.1,STRONG PLAY,43,6.9,310,clear sky,PNC Park,OPEN_AIR_OR_UNKNOWN,8,38,50,44.9,53,-1,45.3,SUPPRESS,Weather slightly suppresses power
193,Brandon Lowe,Pittsburgh Pirates,Colorado Rockies,Colorado Rockies @ Pittsburgh Pirates,Jose Quintana,543,61.6,WATCH,43,6.9,310,clear sky,PNC Park,OPEN_AIR_OR_UNKNOWN,8,38,50,44.9,53,-1,45.3,SUPPRESS,Weather slightly suppresses power
194,Marcell Ozuna,Pittsburgh Pirates,Colorado Rockies,Colorado Rockies @ Pittsburgh Pirates,Jose Quintana,650,52.3,PASS,43,6.9,310,clear sky,PNC Park,OPEN_AIR_OR_UNKNOWN,8,38,50,44.9,53,-1,45.3,SUPPRESS,Weather slightly suppresses power
195,Bryan Reynolds,Pittsburgh Pirates,Colorado Rockies,Colorado Rockies @ Pittsburgh Pirates,Jose Quintana,800,49.9,PASS,43,6.9,310,clear sky,PNC Park,OPEN_AIR_OR_UNKNOWN,8,38,50,44.9,53,-1,45.3,SUPPRESS,Weather slightly suppresses power
196,Henry Davis,Pittsburgh Pirates,Colorado Rockies,Colorado Rockies @ Pittsburgh Pirates,Jose Quintana,760,49,PASS,43,6.9,310,clear sky,PNC Park,OPEN_AIR_OR_UNKNOWN,8,38,50,44.9,53,-1,45.3,SUPPRESS,Weather slightly suppresses power
197,Ryan O'Hearn,Pittsburgh Pirates,Colorado Rockies,Colorado Rockies @ Pittsburgh Pirates,Jose Quintana,770,48.7,PASS,43,6.9,310,clear sky,PNC Park,OPEN_AIR_OR_UNKNOWN,8,38,50,44.9,53,-1,45.3,SUPPRESS,Weather slightly suppresses power
198,Nick Gonzales,Pittsburgh Pirates,Colorado Rockies,Colorado Rockies @ Pittsburgh Pirates,Jose Quintana,1080,39.2,PASS,43,6.9,310,clear sky,PNC Park,OPEN_AIR_OR_UNKNOWN,8,38,50,44.9,53,-1,45.3,SUPPRESS,Weather slightly suppresses power
199,JJ Bleday,Cincinnati Reds,Washington Nationals,Washington Nationals @ Cincinnati Reds,Jake Irvin,390,78.9,STRONG PLAY,40.6,0,0,clear sky,Progressive Field,OPEN_AIR_OR_UNKNOWN,8.3,38,50,48.6,53,-2,45.1,SUPPRESS,Weather slightly suppresses power
200,Sal Stewart,Cincinnati Reds,Washington Nationals,Washington Nationals @ Cincinnati Reds,Jake Irvin,369,74.9,PLAYABLE,40.6,0,0,clear sky,Progressive Field,OPEN_AIR_OR_UNKNOWN,8.3,38,50,48.6,53,-2,45.1,SUPPRESS,Weather slightly suppresses power
201,Elly De La Cruz,Cincinnati Reds,Washington Nationals,Washington Nationals @ Cincinnati Reds,Jake Irvin,310,74.7,PLAYABLE,40.6,0,0,clear sky,Progressive Field,OPEN_AIR_OR_UNKNOWN,8.3,38,50,48.6,53,-2,45.1,SUPPRESS,Weather slightly suppresses power
202,Spencer Steer,Cincinnati Reds,Washington Nationals,Washington Nationals @ Cincinnati Reds,Jake Irvin,470,69.9,WATCH,40.6,0,0,clear sky,Progressive Field,OPEN_AIR_OR_UNKNOWN,8.3,38,50,48.6,53,-2,45.1,SUPPRESS,Weather slightly suppresses power
203,Will Benson,Cincinnati Reds,Washington Nationals,Washington Nationals @ Cincinnati Reds,Jake Irvin,323,64.5,WATCH,40.6,0,0,clear sky,Progressive Field,OPEN_AIR_OR_UNKNOWN,8.3,38,50,48.6,53,-2,45.1,SUPPRESS,Weather slightly suppresses power
204,Tyler Stephenson,Cincinnati Reds,Washington Nationals,Washington Nationals @ Cincinnati Reds,Jake Irvin,540,62.7,WATCH,40.6,0,0,clear sky,Progressive Field,OPEN_AIR_OR_UNKNOWN,8.3,38,50,48.6,53,-2,45.1,SUPPRESS,Weather slightly suppresses power
205,Matt McLain,Cincinnati Reds,Washington Nationals,Washington Nationals @ Cincinnati Reds,Jake Irvin,760,48.2,PASS,40.6,0,0,clear sky,Progressive Field,OPEN_AIR_OR_UNKNOWN,8.3,38,50,48.6,53,-2,45.1,SUPPRESS,Weather slightly suppresses power
206,TJ Friedl,Cincinnati Reds,Washington Nationals,Washington Nationals @ Cincinnati Reds,Jake Irvin,880,45.4,PASS,40.6,0,0,clear sky,Progressive Field,OPEN_AIR_OR_UNKNOWN,8.3,38,50,48.6,53,-2,45.1,SUPPRESS,Weather slightly suppresses power
207,Kyle Schwarber,Philadelphia Phillies,Boston Red Sox,Philadelphia Phillies @ Boston Red Sox,Sonny Gray,250,74.7,PLAYABLE,43,6.9,310,clear sky,PNC Park,OPEN_AIR_OR_UNKNOWN,7.8,38,50,44.9,50,-1,44.8,DEAD AIR,Dead air HR environment
208,Bryce Harper,Philadelphia Phillies,Boston Red Sox,Philadelphia Phillies @ Boston Red Sox,Sonny Gray,490,62.6,WATCH,43,6.9,310,clear sky,PNC Park,OPEN_AIR_OR_UNKNOWN,7.8,38,50,44.9,50,-1,44.8,DEAD AIR,Dead air HR environment
209,Adolis García,Philadelphia Phillies,Boston Red Sox,Philadelphia Phillies @ Boston Red Sox,Sonny Gray,561,52.3,PASS,43,6.9,310,clear sky,PNC Park,OPEN_AIR_OR_UNKNOWN,7.8,38,50,44.9,50,-1,44.8,DEAD AIR,Dead air HR environment
210,Trea Turner,Philadelphia Phillies,Boston Red Sox,Philadelphia Phillies @ Boston Red Sox,Sonny Gray,820,44.2,PASS,43,6.9,310,clear sky,PNC Park,OPEN_AIR_OR_UNKNOWN,7.8,38,50,44.9,50,-1,44.8,DEAD AIR,Dead air HR environment
211,Brandon Marsh,Philadelphia Phillies,Boston Red Sox,Philadelphia Phillies @ Boston Red Sox,Sonny Gray,1060,40.6,PASS,43,6.9,310,clear sky,PNC Park,OPEN_AIR_OR_UNKNOWN,7.8,38,50,44.9,50,-1,44.8,DEAD AIR,Dead air HR environment
212,Bryson Stott,Philadelphia Phillies,Boston Red Sox,Philadelphia Phillies @ Boston Red Sox,Sonny Gray,1160,38.2,PASS,43,6.9,310,clear sky,PNC Park,OPEN_AIR_OR_UNKNOWN,7.8,38,50,44.9,50,-1,44.8,DEAD AIR,Dead air HR environment
213,Alec Bohm,Philadelphia Phillies,Boston Red Sox,Philadelphia Phillies @ Boston Red Sox,Sonny Gray,1120,35.5,PASS,43,6.9,310,clear sky,PNC Park,OPEN_AIR_OR_UNKNOWN,7.8,38,50,44.9,50,-1,44.8,DEAD AIR,Dead air HR environment
214,Kazuma Okamoto,Toronto Blue Jays,Tampa Bay Rays,Tampa Bay Rays @ Toronto Blue Jays,Griffin Jax,398,76.1,STRONG PLAY,43.5,0,0,clear sky,Comerica Park,OPEN_AIR_OR_UNKNOWN,7.5,38,50,42.6,50,-2,43.3,DEAD AIR,Dead air HR environment
215,Riley Greene,Detroit Tigers,New York Mets,Detroit Tigers @ New York Mets,Christian Scott,423,62.4,WATCH,43.5,0,0,clear sky,Comerica Park,OPEN_AIR_OR_UNKNOWN,7.5,38,50,42.6,50,-2,43.3,DEAD AIR,Dead air HR environment
216,Spencer Torkelson,Detroit Tigers,New York Mets,Detroit Tigers @ New York Mets,Christian Scott,500,61.5,WATCH,43.5,0,0,clear sky,Comerica Park,OPEN_AIR_OR_UNKNOWN,7.5,38,50,42.6,50,-2,43.3,DEAD AIR,Dead air HR environment
217,Dillon Dingler,Detroit Tigers,New York Mets,Detroit Tigers @ New York Mets,Christian Scott,525,59.7,WATCH,43.5,0,0,clear sky,Comerica Park,OPEN_AIR_OR_UNKNOWN,7.5,38,50,42.6,50,-2,43.3,DEAD AIR,Dead air HR environment
218,Vladimir Guerrero Jr.,Toronto Blue Jays,Tampa Bay Rays,Tampa Bay Rays @ Toronto Blue Jays,Griffin Jax,544,59.4,WATCH,43.5,0,0,clear sky,Comerica Park,OPEN_AIR_OR_UNKNOWN,7.5,38,50,42.6,50,-2,43.3,DEAD AIR,Dead air HR environment
219,George Springer,Toronto Blue Jays,Tampa Bay Rays,Tampa Bay Rays @ Toronto Blue Jays,Griffin Jax,503,58.4,WATCH,43.5,0,0,clear sky,Comerica Park,OPEN_AIR_OR_UNKNOWN,7.5,38,50,42.6,50,-2,43.3,DEAD AIR,Dead air HR environment
220,Daulton Varsho,Toronto Blue Jays,Tampa Bay Rays,Tampa Bay Rays @ Toronto Blue Jays,Griffin Jax,520,58.2,WATCH,43.5,0,0,clear sky,Comerica Park,OPEN_AIR_OR_UNKNOWN,7.5,38,50,42.6,50,-2,43.3,DEAD AIR,Dead air HR environment
221,Jesús Sánchez,Toronto Blue Jays,Tampa Bay Rays,Tampa Bay Rays @ Toronto Blue Jays,Griffin Jax,690,56.6,PASS,43.5,0,0,clear sky,Comerica Park,OPEN_AIR_OR_UNKNOWN,7.5,38,50,42.6,50,-2,43.3,DEAD AIR,Dead air HR environment
222,Colt Keith,Detroit Tigers,New York Mets,Detroit Tigers @ New York Mets,Christian Scott,680,46.1,PASS,43.5,0,0,clear sky,Comerica Park,OPEN_AIR_OR_UNKNOWN,7.5,38,50,42.6,50,-2,43.3,DEAD AIR,Dead air HR environment
223,Wenceel Pérez,Detroit Tigers,New York Mets,Detroit Tigers @ New York Mets,Christian Scott,800,45.2,PASS,43.5,0,0,clear sky,Comerica Park,OPEN_AIR_OR_UNKNOWN,7.5,38,50,42.6,50,-2,43.3,DEAD AIR,Dead air HR environment
224,Matt Vierling,Detroit Tigers,New York Mets,Detroit Tigers @ New York Mets,Christian Scott,760,43.7,PASS,43.5,0,0,clear sky,Comerica Park,OPEN_AIR_OR_UNKNOWN,7.5,38,50,42.6,50,-2,43.3,DEAD AIR,Dead air HR environment
225,Andrés Giménez,Toronto Blue Jays,Tampa Bay Rays,Tampa Bay Rays @ Toronto Blue Jays,Griffin Jax,1120,38,PASS,43.5,0,0,clear sky,Comerica Park,OPEN_AIR_OR_UNKNOWN,7.5,38,50,42.6,50,-2,43.3,DEAD AIR,Dead air HR environment
226,Ernie Clement,Toronto Blue Jays,Tampa Bay Rays,Tampa Bay Rays @ Toronto Blue Jays,Griffin Jax,1200,37.2,PASS,43.5,0,0,clear sky,Comerica Park,OPEN_AIR_OR_UNKNOWN,7.5,38,50,42.6,50,-2,43.3,DEAD AIR,Dead air HR environment
227,Zach McKinstry,Detroit Tigers,New York Mets,Detroit Tigers @ New York Mets,Christian Scott,1260,29.3,PASS,43.5,0,0,clear sky,Comerica Park,OPEN_AIR_OR_UNKNOWN,7.5,38,50,42.6,50,-2,43.3,DEAD AIR,Dead air HR environment
=======
1,Max Muncy,Los Angeles Dodgers,San Francisco Giants,San Francisco Giants @ Los Angeles Dodgers,Robbie Ray,320,72.5,PLAYABLE,67.5,11.5,260,clear sky,UNIQLO Field at Dodger Stadium,OPEN_AIR_OR_UNKNOWN,8.5,50,52,50.9,55,2,53.6,SUPPRESS,Weather slightly suppresses power
2,Will Smith,Los Angeles Dodgers,San Francisco Giants,San Francisco Giants @ Los Angeles Dodgers,Robbie Ray,420,61.6,WATCH,67.5,11.5,260,clear sky,UNIQLO Field at Dodger Stadium,OPEN_AIR_OR_UNKNOWN,8.5,50,52,50.9,55,2,53.6,SUPPRESS,Weather slightly suppresses power
3,Freddie Freeman,Los Angeles Dodgers,San Francisco Giants,San Francisco Giants @ Los Angeles Dodgers,Robbie Ray,520,60.6,WATCH,67.5,11.5,260,clear sky,UNIQLO Field at Dodger Stadium,OPEN_AIR_OR_UNKNOWN,8.5,50,52,50.9,55,2,53.6,SUPPRESS,Weather slightly suppresses power
4,Andy Pages,Los Angeles Dodgers,San Francisco Giants,San Francisco Giants @ Los Angeles Dodgers,Robbie Ray,490,56.9,PASS,67.5,11.5,260,clear sky,UNIQLO Field at Dodger Stadium,OPEN_AIR_OR_UNKNOWN,8.5,50,52,50.9,55,2,53.6,SUPPRESS,Weather slightly suppresses power
5,Teoscar Hernández,Los Angeles Dodgers,San Francisco Giants,San Francisco Giants @ Los Angeles Dodgers,Robbie Ray,440,55.4,PASS,67.5,11.5,260,clear sky,UNIQLO Field at Dodger Stadium,OPEN_AIR_OR_UNKNOWN,8.5,50,52,50.9,55,2,53.6,SUPPRESS,Weather slightly suppresses power
6,Dalton Rushing,Los Angeles Dodgers,San Francisco Giants,San Francisco Giants @ Los Angeles Dodgers,Robbie Ray,520,54.3,PASS,67.5,11.5,260,clear sky,UNIQLO Field at Dodger Stadium,OPEN_AIR_OR_UNKNOWN,8.5,50,52,50.9,55,2,53.6,SUPPRESS,Weather slightly suppresses power
7,Casey Schmitt,San Francisco Giants,Los Angeles Dodgers,San Francisco Giants @ Los Angeles Dodgers,Shohei Ohtani,550,52.8,PASS,67.5,11.5,260,clear sky,UNIQLO Field at Dodger Stadium,OPEN_AIR_OR_UNKNOWN,8.5,50,52,50.9,55,2,53.6,SUPPRESS,Weather slightly suppresses power
8,Kyle Tucker,Los Angeles Dodgers,San Francisco Giants,San Francisco Giants @ Los Angeles Dodgers,Robbie Ray,533,51.5,PASS,67.5,11.5,260,clear sky,UNIQLO Field at Dodger Stadium,OPEN_AIR_OR_UNKNOWN,8.5,50,52,50.9,55,2,53.6,SUPPRESS,Weather slightly suppresses power
9,Heliot Ramos,San Francisco Giants,Los Angeles Dodgers,San Francisco Giants @ Los Angeles Dodgers,Shohei Ohtani,575,51.4,PASS,67.5,11.5,260,clear sky,UNIQLO Field at Dodger Stadium,OPEN_AIR_OR_UNKNOWN,8.5,50,52,50.9,55,2,53.6,SUPPRESS,Weather slightly suppresses power
10,Mookie Betts,Los Angeles Dodgers,San Francisco Giants,San Francisco Giants @ Los Angeles Dodgers,Robbie Ray,390,50.9,PASS,67.5,11.5,260,clear sky,UNIQLO Field at Dodger Stadium,OPEN_AIR_OR_UNKNOWN,8.5,50,52,50.9,55,2,53.6,SUPPRESS,Weather slightly suppresses power
11,Rafael Devers,San Francisco Giants,Los Angeles Dodgers,San Francisco Giants @ Los Angeles Dodgers,Shohei Ohtani,525,48.3,PASS,67.5,11.5,260,clear sky,UNIQLO Field at Dodger Stadium,OPEN_AIR_OR_UNKNOWN,8.5,50,52,50.9,55,2,53.6,SUPPRESS,Weather slightly suppresses power
12,Willy Adames,San Francisco Giants,Los Angeles Dodgers,San Francisco Giants @ Los Angeles Dodgers,Shohei Ohtani,720,43.8,PASS,67.5,11.5,260,clear sky,UNIQLO Field at Dodger Stadium,OPEN_AIR_OR_UNKNOWN,8.5,50,52,50.9,55,2,53.6,SUPPRESS,Weather slightly suppresses power
13,Matt Chapman,San Francisco Giants,Los Angeles Dodgers,San Francisco Giants @ Los Angeles Dodgers,Shohei Ohtani,790,38.5,PASS,67.5,11.5,260,clear sky,UNIQLO Field at Dodger Stadium,OPEN_AIR_OR_UNKNOWN,8.5,50,52,50.9,55,2,53.6,SUPPRESS,Weather slightly suppresses power
14,Harrison Bader,San Francisco Giants,Los Angeles Dodgers,San Francisco Giants @ Los Angeles Dodgers,Shohei Ohtani,900,37,PASS,67.5,11.5,260,clear sky,UNIQLO Field at Dodger Stadium,OPEN_AIR_OR_UNKNOWN,8.5,50,52,50.9,55,2,53.6,SUPPRESS,Weather slightly suppresses power
15,Jung Hoo Lee,San Francisco Giants,Los Angeles Dodgers,San Francisco Giants @ Los Angeles Dodgers,Shohei Ohtani,1080,31.6,PASS,67.5,11.5,260,clear sky,UNIQLO Field at Dodger Stadium,OPEN_AIR_OR_UNKNOWN,8.5,50,52,50.9,55,2,53.6,SUPPRESS,Weather slightly suppresses power
16,Jesus Rodriguez,San Francisco Giants,Los Angeles Dodgers,San Francisco Giants @ Los Angeles Dodgers,Shohei Ohtani,1220,30.9,PASS,67.5,11.5,260,clear sky,UNIQLO Field at Dodger Stadium,OPEN_AIR_OR_UNKNOWN,8.5,50,52,50.9,55,2,53.6,SUPPRESS,Weather slightly suppresses power
17,Luis Arraez,San Francisco Giants,Los Angeles Dodgers,San Francisco Giants @ Los Angeles Dodgers,Shohei Ohtani,1500,29.1,PASS,67.5,11.5,260,clear sky,UNIQLO Field at Dodger Stadium,OPEN_AIR_OR_UNKNOWN,8.5,50,52,50.9,55,2,53.6,SUPPRESS,Weather slightly suppresses power
18,Corey Seager,Texas Rangers,Arizona Diamondbacks,Arizona Diamondbacks @ Texas Rangers,Ryne Nelson,441,75.7,PLAYABLE,83.1,17.3,180,clear sky,Globe Life Field,DOME_OR_RETRACTABLE,8,64,56,52.8,55,0,52.6,SUPPRESS,Weather slightly suppresses power
19,Corbin Carroll,Arizona Diamondbacks,Texas Rangers,Arizona Diamondbacks @ Texas Rangers,Kumar Rocker,451,65.3,WATCH,83.1,17.3,180,clear sky,Globe Life Field,DOME_OR_RETRACTABLE,8,64,56,52.8,55,0,52.6,SUPPRESS,Weather slightly suppresses power
20,Jake Burger,Texas Rangers,Arizona Diamondbacks,Arizona Diamondbacks @ Texas Rangers,Ryne Nelson,470,64.4,WATCH,83.1,17.3,180,clear sky,Globe Life Field,DOME_OR_RETRACTABLE,8,64,56,52.8,55,0,52.6,SUPPRESS,Weather slightly suppresses power
21,Brandon Nimmo,Texas Rangers,Arizona Diamondbacks,Arizona Diamondbacks @ Texas Rangers,Ryne Nelson,573,63.7,WATCH,83.1,17.3,180,clear sky,Globe Life Field,DOME_OR_RETRACTABLE,8,64,56,52.8,55,0,52.6,SUPPRESS,Weather slightly suppresses power
22,Ketel Marte,Arizona Diamondbacks,Texas Rangers,Arizona Diamondbacks @ Texas Rangers,Kumar Rocker,426,63.7,WATCH,83.1,17.3,180,clear sky,Globe Life Field,DOME_OR_RETRACTABLE,8,64,56,52.8,55,0,52.6,SUPPRESS,Weather slightly suppresses power
23,Joc Pederson,Texas Rangers,Arizona Diamondbacks,Arizona Diamondbacks @ Texas Rangers,Ryne Nelson,590,61.9,WATCH,83.1,17.3,180,clear sky,Globe Life Field,DOME_OR_RETRACTABLE,8,64,56,52.8,55,0,52.6,SUPPRESS,Weather slightly suppresses power
24,Josh Jung,Texas Rangers,Arizona Diamondbacks,Arizona Diamondbacks @ Texas Rangers,Ryne Nelson,550,60.7,WATCH,83.1,17.3,180,clear sky,Globe Life Field,DOME_OR_RETRACTABLE,8,64,56,52.8,55,0,52.6,SUPPRESS,Weather slightly suppresses power
25,Evan Carter,Texas Rangers,Arizona Diamondbacks,Arizona Diamondbacks @ Texas Rangers,Ryne Nelson,770,57.9,PASS,83.1,17.3,180,clear sky,Globe Life Field,DOME_OR_RETRACTABLE,8,64,56,52.8,55,0,52.6,SUPPRESS,Weather slightly suppresses power
26,Adrian Del Castillo,Arizona Diamondbacks,Texas Rangers,Arizona Diamondbacks @ Texas Rangers,Kumar Rocker,780,56.5,PASS,83.1,17.3,180,clear sky,Globe Life Field,DOME_OR_RETRACTABLE,8,64,56,52.8,55,0,52.6,SUPPRESS,Weather slightly suppresses power
27,Danny Jansen,Texas Rangers,Arizona Diamondbacks,Arizona Diamondbacks @ Texas Rangers,Ryne Nelson,620,52,PASS,83.1,17.3,180,clear sky,Globe Life Field,DOME_OR_RETRACTABLE,8,64,56,52.8,55,0,52.6,SUPPRESS,Weather slightly suppresses power
28,Gabriel Moreno,Arizona Diamondbacks,Texas Rangers,Arizona Diamondbacks @ Texas Rangers,Kumar Rocker,1000,49.8,PASS,83.1,17.3,180,clear sky,Globe Life Field,DOME_OR_RETRACTABLE,8,64,56,52.8,55,0,52.6,SUPPRESS,Weather slightly suppresses power
29,Nolan Arenado,Arizona Diamondbacks,Texas Rangers,Arizona Diamondbacks @ Texas Rangers,Kumar Rocker,840,48.8,PASS,83.1,17.3,180,clear sky,Globe Life Field,DOME_OR_RETRACTABLE,8,64,56,52.8,55,0,52.6,SUPPRESS,Weather slightly suppresses power
30,Lourdes Gurriel Jr.,Arizona Diamondbacks,Texas Rangers,Arizona Diamondbacks @ Texas Rangers,Kumar Rocker,890,46.1,PASS,83.1,17.3,180,clear sky,Globe Life Field,DOME_OR_RETRACTABLE,8,64,56,52.8,55,0,52.6,SUPPRESS,Weather slightly suppresses power
31,Ezequiel Duran,Texas Rangers,Arizona Diamondbacks,Arizona Diamondbacks @ Texas Rangers,Ryne Nelson,930,44.3,PASS,83.1,17.3,180,clear sky,Globe Life Field,DOME_OR_RETRACTABLE,8,64,56,52.8,55,0,52.6,SUPPRESS,Weather slightly suppresses power
32,James McCann,Arizona Diamondbacks,Texas Rangers,Arizona Diamondbacks @ Texas Rangers,Kumar Rocker,950,42.1,PASS,83.1,17.3,180,clear sky,Globe Life Field,DOME_OR_RETRACTABLE,8,64,56,52.8,55,0,52.6,SUPPRESS,Weather slightly suppresses power
33,Alejandro Osuna,Texas Rangers,Arizona Diamondbacks,Arizona Diamondbacks @ Texas Rangers,Ryne Nelson,1220,38.1,PASS,83.1,17.3,180,clear sky,Globe Life Field,DOME_OR_RETRACTABLE,8,64,56,52.8,55,0,52.6,SUPPRESS,Weather slightly suppresses power
34,Geraldo Perdomo,Arizona Diamondbacks,Texas Rangers,Arizona Diamondbacks @ Texas Rangers,Kumar Rocker,1100,38.1,PASS,83.1,17.3,180,clear sky,Globe Life Field,DOME_OR_RETRACTABLE,8,64,56,52.8,55,0,52.6,SUPPRESS,Weather slightly suppresses power
35,Munetaka Murakami,Chicago White Sox,Kansas City Royals,Kansas City Royals @ Chicago White Sox,Seth Lugo,293,72.2,PLAYABLE,55.8,8.1,110,broken clouds,Rate Field,OPEN_AIR_OR_UNKNOWN,8.4,44,50,55.5,55,1,51.6,SUPPRESS,Weather slightly suppresses power
36,Bobby Witt Jr.,Kansas City Royals,Chicago White Sox,Kansas City Royals @ Chicago White Sox,Noah Schultz,475,70.8,VALUE BOMB,55.8,8.1,110,broken clouds,Rate Field,OPEN_AIR_OR_UNKNOWN,8.4,44,50,55.5,55,1,51.6,SUPPRESS,Weather slightly suppresses power
37,Colson Montgomery,Chicago White Sox,Kansas City Royals,Kansas City Royals @ Chicago White Sox,Seth Lugo,350,62.9,WATCH,55.8,8.1,110,broken clouds,Rate Field,OPEN_AIR_OR_UNKNOWN,8.4,44,50,55.5,55,1,51.6,SUPPRESS,Weather slightly suppresses power
38,Miguel Vargas,Chicago White Sox,Kansas City Royals,Kansas City Royals @ Chicago White Sox,Seth Lugo,550,60.4,WATCH,55.8,8.1,110,broken clouds,Rate Field,OPEN_AIR_OR_UNKNOWN,8.4,44,50,55.5,55,1,51.6,SUPPRESS,Weather slightly suppresses power
39,Salvador Perez,Kansas City Royals,Chicago White Sox,Kansas City Royals @ Chicago White Sox,Noah Schultz,430,60.3,WATCH,55.8,8.1,110,broken clouds,Rate Field,OPEN_AIR_OR_UNKNOWN,8.4,44,50,55.5,55,1,51.6,SUPPRESS,Weather slightly suppresses power
40,Carter Jensen,Kansas City Royals,Chicago White Sox,Kansas City Royals @ Chicago White Sox,Noah Schultz,800,56.2,PASS,55.8,8.1,110,broken clouds,Rate Field,OPEN_AIR_OR_UNKNOWN,8.4,44,50,55.5,55,1,51.6,SUPPRESS,Weather slightly suppresses power
41,Andrew Benintendi,Chicago White Sox,Kansas City Royals,Kansas City Royals @ Chicago White Sox,Seth Lugo,650,53.5,PASS,55.8,8.1,110,broken clouds,Rate Field,OPEN_AIR_OR_UNKNOWN,8.4,44,50,55.5,55,1,51.6,SUPPRESS,Weather slightly suppresses power
42,Vinnie Pasquantino,Kansas City Royals,Chicago White Sox,Kansas City Royals @ Chicago White Sox,Noah Schultz,680,51.6,PASS,55.8,8.1,110,broken clouds,Rate Field,OPEN_AIR_OR_UNKNOWN,8.4,44,50,55.5,55,1,51.6,SUPPRESS,Weather slightly suppresses power
43,Maikel Garcia,Kansas City Royals,Chicago White Sox,Kansas City Royals @ Chicago White Sox,Noah Schultz,725,51.3,PASS,55.8,8.1,110,broken clouds,Rate Field,OPEN_AIR_OR_UNKNOWN,8.4,44,50,55.5,55,1,51.6,SUPPRESS,Weather slightly suppresses power
44,Isaac Collins,Kansas City Royals,Chicago White Sox,Kansas City Royals @ Chicago White Sox,Noah Schultz,850,50.5,PASS,55.8,8.1,110,broken clouds,Rate Field,OPEN_AIR_OR_UNKNOWN,8.4,44,50,55.5,55,1,51.6,SUPPRESS,Weather slightly suppresses power
45,Lane Thomas,Kansas City Royals,Chicago White Sox,Kansas City Royals @ Chicago White Sox,Noah Schultz,680,48.1,PASS,55.8,8.1,110,broken clouds,Rate Field,OPEN_AIR_OR_UNKNOWN,8.4,44,50,55.5,55,1,51.6,SUPPRESS,Weather slightly suppresses power
46,Nick Loftin,Kansas City Royals,Chicago White Sox,Kansas City Royals @ Chicago White Sox,Noah Schultz,940,42.3,PASS,55.8,8.1,110,broken clouds,Rate Field,OPEN_AIR_OR_UNKNOWN,8.4,44,50,55.5,55,1,51.6,SUPPRESS,Weather slightly suppresses power
47,Chase Meidroth,Chicago White Sox,Kansas City Royals,Kansas City Royals @ Chicago White Sox,Seth Lugo,1200,33.6,PASS,55.8,8.1,110,broken clouds,Rate Field,OPEN_AIR_OR_UNKNOWN,8.4,44,50,55.5,55,1,51.6,SUPPRESS,Weather slightly suppresses power
48,Shea Langeliers,Athletics,St. Louis Cardinals,St. Louis Cardinals @ Athletics,Matthew Liberatore,240,80.7,STRONG PLAY,0,0,0,,,OPEN_AIR_OR_UNKNOWN,9.8,50,50,50,57,0,51.3,SUPPRESS,Weather slightly suppresses power
49,Luke Raley,Seattle Mariners,Houston Astros,Seattle Mariners @ Houston Astros,Lance McCullers Jr.,474,80.6,STRONG PLAY,0,0,0,,,OPEN_AIR_OR_UNKNOWN,9.3,50,50,50,57,0,51.3,SUPPRESS,Weather slightly suppresses power
50,Nick Kurtz,Athletics,St. Louis Cardinals,St. Louis Cardinals @ Athletics,Matthew Liberatore,333,79.8,STRONG PLAY,0,0,0,,,OPEN_AIR_OR_UNKNOWN,9.8,50,50,50,57,0,51.3,SUPPRESS,Weather slightly suppresses power
51,Brent Rooker,Athletics,St. Louis Cardinals,St. Louis Cardinals @ Athletics,Matthew Liberatore,310,74.8,PLAYABLE,0,0,0,,,OPEN_AIR_OR_UNKNOWN,9.8,50,50,50,57,0,51.3,SUPPRESS,Weather slightly suppresses power
52,Dominic Canzone,Seattle Mariners,Houston Astros,Seattle Mariners @ Houston Astros,Lance McCullers Jr.,529,72.2,VALUE BOMB,0,0,0,,,OPEN_AIR_OR_UNKNOWN,9.3,50,50,50,57,0,51.3,SUPPRESS,Weather slightly suppresses power
53,Tyler Soderstrom,Athletics,St. Louis Cardinals,St. Louis Cardinals @ Athletics,Matthew Liberatore,475,70.9,VALUE BOMB,0,0,0,,,OPEN_AIR_OR_UNKNOWN,9.8,50,50,50,57,0,51.3,SUPPRESS,Weather slightly suppresses power
54,Jordan Walker,St. Louis Cardinals,Athletics,St. Louis Cardinals @ Athletics,J.T. Ginn,650,68.2,LOTTO ONLY,0,0,0,,,OPEN_AIR_OR_UNKNOWN,9.8,50,50,50,57,0,51.3,SUPPRESS,Weather slightly suppresses power
